M,N: 535 SUM: -1196.73 CPU-TIME: 0
M,N: 1535 SUM: -4207.03 CPU-TIME: 0
M,N: 2535 SUM: -508.663 CPU-TIME: 0
M,N: 3535 SUM: -1578.62 CPU-TIME: 0
M,N: 4535 SUM: -1847.89 CPU-TIME: 0
M,N: 5535 SUM: -1098.46 CPU-TIME: 0
M,N: 6535 SUM: -1083.52 CPU-TIME: 0
M,N: 7535 SUM: -2303.64 CPU-TIME: 0
M,N: 8535 SUM: 468.94 CPU-TIME: 0
M,N: 9535 SUM: 267.473 CPU-TIME: 0
M,N: 10535 SUM: -1442.48 CPU-TIME: 0
M,N: 11535 SUM: -1619.25 CPU-TIME: 0
M,N: 12535 SUM: -2400.6 CPU-TIME: 0
M,N: 13535 SUM: -4595.99 CPU-TIME: 0.015625
M,N: 14535 SUM: 2042.76 CPU-TIME: 0
M,N: 15535 SUM: 10379.2 CPU-TIME: 0
M,N: 16535 SUM: 14065.5 CPU-TIME: 0
M,N: 17535 SUM: 10562.1 CPU-TIME: 0
M,N: 18535 SUM: 10855.2 CPU-TIME: 0.015625
M,N: 19535 SUM: 7999.73 CPU-TIME: 0
M,N: 20535 SUM: 2889.39 CPU-TIME: 0
M,N: 21535 SUM: 5761.02 CPU-TIME: 0
M,N: 22535 SUM: 4788.4 CPU-TIME: 0.015625
M,N: 23535 SUM: 6478.04 CPU-TIME: 0
M,N: 24535 SUM: 3401.5 CPU-TIME: 0
M,N: 25535 SUM: 4213.01 CPU-TIME: 0.015625
M,N: 26535 SUM: 4092.61 CPU-TIME: 0
M,N: 27535 SUM: 3995.39 CPU-TIME: 0
M,N: 28535 SUM: 6457.12 CPU-TIME: 0.015625
M,N: 29535 SUM: 20781.9 CPU-TIME: 0
M,N: 30535 SUM: 27975.1 CPU-TIME: 0.015625
M,N: 31535 SUM: 37607.7 CPU-TIME: 0
M,N: 32535 SUM: 27207.7 CPU-TIME: 0.015625
M,N: 33535 SUM: 34685.3 CPU-TIME: 0
M,N: 34535 SUM: 33179.4 CPU-TIME: 0
M,N: 35535 SUM: 35422.8 CPU-TIME: 0.015625
M,N: 36535 SUM: 29366.1 CPU-TIME: 0
M,N: 37535 SUM: 35648.7 CPU-TIME: 0.015625
M,N: 38535 SUM: 51754.5 CPU-TIME: 0
M,N: 39535 SUM: 54007.4 CPU-TIME: 0.015625
M,N: 40535 SUM: 49376.2 CPU-TIME: 0
M,N: 41535 SUM: 45968.8 CPU-TIME: 0.015625
M,N: 42535 SUM: 58124.9 CPU-TIME: 0.015625
M,N: 43535 SUM: 39878.3 CPU-TIME: 0
M,N: 44535 SUM: 34030.1 CPU-TIME: 0.015625
M,N: 45535 SUM: 36103.7 CPU-TIME: 0
M,N: 46535 SUM: 15190.4 CPU-TIME: 0.015625
M,N: 47535 SUM: 16139.5 CPU-TIME: 0.015625
M,N: 48535 SUM: 5356.2 CPU-TIME: 0.015625
M,N: 49535 SUM: 5289.39 CPU-TIME: 0
M,N: 50535 SUM: 5077.2 CPU-TIME: 0.015625
M,N: 51535 SUM: 658.504 CPU-TIME: 0.015625
M,N: 52535 SUM: 11685.1 CPU-TIME: 0.015625
M,N: 53535 SUM: 6073.76 CPU-TIME: 0
M,N: 54535 SUM: 8216.89 CPU-TIME: 0.015625
M,N: 55535 SUM: 7632.55 CPU-TIME: 0.015625
M,N: 56535 SUM: 12235.7 CPU-TIME: 0
M,N: 57535 SUM: 19411.5 CPU-TIME: 0.015625
M,N: 58535 SUM: 18228.9 CPU-TIME: 0.015625
M,N: 59535 SUM: 24765.3 CPU-TIME: 0.015625
M,N: 60535 SUM: 41170.9 CPU-TIME: 0.015625
M,N: 61535 SUM: 28240.8 CPU-TIME: 0
M,N: 62535 SUM: 26365.6 CPU-TIME: 0.015625
M,N: 63535 SUM: 26415.8 CPU-TIME: 0.015625
M,N: 64535 SUM: 24826 CPU-TIME: 0.015625
M,N: 65535 SUM: 37745.3 CPU-TIME: 0.015625
M,N: 66535 SUM: 40858.6 CPU-TIME: 0.015625
M,N: 67535 SUM: 55137.1 CPU-TIME: 0.015625
M,N: 68535 SUM: 57417.9 CPU-TIME: 0
M,N: 69535 SUM: 59588.5 CPU-TIME: 0.015625
M,N: 70535 SUM: 60688.8 CPU-TIME: 0.015625
M,N: 71535 SUM: 50518.4 CPU-TIME: 0.015625
M,N: 72535 SUM: 66189.9 CPU-TIME: 0.015625
M,N: 73535 SUM: 52074.5 CPU-TIME: 0.015625
M,N: 74535 SUM: 30105.1 CPU-TIME: 0.015625
M,N: 75535 SUM: 20940.1 CPU-TIME: 0.015625
M,N: 76535 SUM: 20053.2 CPU-TIME: 0.015625
M,N: 77535 SUM: 22640.7 CPU-TIME: 0.015625
M,N: 78535 SUM: 19897 CPU-TIME: 0.015625
M,N: 79535 SUM: 16257.1 CPU-TIME: 0.015625
M,N: 80535 SUM: 18807.9 CPU-TIME: 0.015625
M,N: 81535 SUM: 24791.7 CPU-TIME: 0.03125
M,N: 82535 SUM: 23653.1 CPU-TIME: 0.015625
M,N: 83535 SUM: 17677.1 CPU-TIME: 0.015625
M,N: 84535 SUM: 20888.7 CPU-TIME: 0.015625
M,N: 85535 SUM: 16771.9 CPU-TIME: 0.015625
M,N: 86535 SUM: 15264.3 CPU-TIME: 0.015625
M,N: 87535 SUM: 14182 CPU-TIME: 0.015625
M,N: 88535 SUM: 11517.8 CPU-TIME: 0.03125
M,N: 89535 SUM: 16460.5 CPU-TIME: 0.015625
M,N: 90535 SUM: 14186.6 CPU-TIME: 0.015625
M,N: 91535 SUM: 6921.91 CPU-TIME: 0.015625
M,N: 92535 SUM: 8329.8 CPU-TIME: 0.015625
M,N: 93535 SUM: 7227.99 CPU-TIME: 0.03125
M,N: 94535 SUM: -6604.24 CPU-TIME: 0.015625
M,N: 95535 SUM: -22506.2 CPU-TIME: 0.015625
M,N: 96535 SUM: -31698.2 CPU-TIME: 0.015625
M,N: 97535 SUM: -29212.7 CPU-TIME: 0.015625
M,N: 98535 SUM: -28083.8 CPU-TIME: 0.03125
M,N: 99535 SUM: -24691.4 CPU-TIME: 0.015625
M,N: 100535 SUM: -19591 CPU-TIME: 0.015625
M,N: 101535 SUM: -26266.5 CPU-TIME: 0.03125
M,N: 102535 SUM: -19327.1 CPU-TIME: 0.015625
M,N: 103535 SUM: -27429.9 CPU-TIME: 0.015625
M,N: 104535 SUM: -60341.6 CPU-TIME: 0.03125
M,N: 105535 SUM: -76980.6 CPU-TIME: 0.015625
M,N: 106535 SUM: -59742.5 CPU-TIME: 0.03125
M,N: 107535 SUM: -59560.3 CPU-TIME: 0.015625
M,N: 108535 SUM: -57570.4 CPU-TIME: 0.03125
M,N: 109535 SUM: -61968.5 CPU-TIME: 0.015625
M,N: 110535 SUM: -66756.2 CPU-TIME: 0.03125
M,N: 111535 SUM: -59271.6 CPU-TIME: 0.015625
M,N: 112535 SUM: -72561.4 CPU-TIME: 0.03125
M,N: 113535 SUM: -60606.5 CPU-TIME: 0.015625
M,N: 114535 SUM: -40015.9 CPU-TIME: 0.015625
M,N: 115535 SUM: -48945.3 CPU-TIME: 0.03125
M,N: 116535 SUM: -38734.7 CPU-TIME: 0.03125
M,N: 117535 SUM: -44659.8 CPU-TIME: 0.015625
M,N: 118535 SUM: -54668.4 CPU-TIME: 0.03125
M,N: 119535 SUM: -48254.9 CPU-TIME: 0.015625
M,N: 120535 SUM: -48105.4 CPU-TIME: 0.03125
M,N: 121535 SUM: -68183.3 CPU-TIME: 0.015625
M,N: 122535 SUM: -41710 CPU-TIME: 0.03125
M,N: 123535 SUM: -40386.9 CPU-TIME: 0.03125
M,N: 124535 SUM: -22951.4 CPU-TIME: 0.015625
M,N: 125535 SUM: -27593.2 CPU-TIME: 0.03125
M,N: 126535 SUM: -23971.5 CPU-TIME: 0.03125
M,N: 127535 SUM: -24191 CPU-TIME: 0.015625
M,N: 128535 SUM: -28270.2 CPU-TIME: 0.03125
M,N: 129535 SUM: -30614.6 CPU-TIME: 0.015625
M,N: 130535 SUM: -27032.9 CPU-TIME: 0.03125
M,N: 131535 SUM: -15698.4 CPU-TIME: 0.03125
M,N: 132535 SUM: -3436.3 CPU-TIME: 0.015625
M,N: 133535 SUM: -505.395 CPU-TIME: 0.03125
M,N: 134535 SUM: 14436.4 CPU-TIME: 0.03125
M,N: 135535 SUM: 4702.89 CPU-TIME: 0.03125
M,N: 136535 SUM: 2390.75 CPU-TIME: 0.015625
M,N: 137535 SUM: -2598.99 CPU-TIME: 0.03125
M,N: 138535 SUM: -3873.69 CPU-TIME: 0.03125
M,N: 139535 SUM: -4943.27 CPU-TIME: 0.03125
M,N: 140535 SUM: 3863.69 CPU-TIME: 0.015625
M,N: 141535 SUM: -15224.4 CPU-TIME: 0.03125
M,N: 142535 SUM: -1555.06 CPU-TIME: 0.03125
M,N: 143535 SUM: -14405 CPU-TIME: 0.03125
M,N: 144535 SUM: -17784.7 CPU-TIME: 0.03125
M,N: 145535 SUM: -23761.4 CPU-TIME: 0.03125
M,N: 146535 SUM: -13911 CPU-TIME: 0.015625
M,N: 147535 SUM: -31231.2 CPU-TIME: 0.03125
M,N: 148535 SUM: -20241.1 CPU-TIME: 0.03125
M,N: 149535 SUM: -4298.6 CPU-TIME: 0.03125
M,N: 150535 SUM: 6504.59 CPU-TIME: 0.015625
M,N: 151535 SUM: 17809.4 CPU-TIME: 0.03125
M,N: 152535 SUM: 45280.5 CPU-TIME: 0.03125
M,N: 153535 SUM: 55312.4 CPU-TIME: 0.03125
M,N: 154535 SUM: 51901.8 CPU-TIME: 0.03125
M,N: 155535 SUM: 52640.8 CPU-TIME: 0.03125
M,N: 156535 SUM: 54041.2 CPU-TIME: 0.03125
M,N: 157535 SUM: 56222.4 CPU-TIME: 0.03125
M,N: 158535 SUM: 58247.1 CPU-TIME: 0.03125
M,N: 159535 SUM: 48722.4 CPU-TIME: 0.03125
M,N: 160535 SUM: 66634.1 CPU-TIME: 0.03125
M,N: 161535 SUM: 81894.7 CPU-TIME: 0.03125
M,N: 162535 SUM: 97861.9 CPU-TIME: 0.03125
M,N: 163535 SUM: 90593.3 CPU-TIME: 0.03125
M,N: 164535 SUM: 102447 CPU-TIME: 0.046875
M,N: 165535 SUM: 107394 CPU-TIME: 0.03125
M,N: 166535 SUM: 104149 CPU-TIME: 0.03125
M,N: 167535 SUM: 99620 CPU-TIME: 0.03125
M,N: 168535 SUM: 111232 CPU-TIME: 0.03125
M,N: 169535 SUM: 91789.5 CPU-TIME: 0.03125
M,N: 170535 SUM: 123532 CPU-TIME: 0.03125
M,N: 171535 SUM: 141908 CPU-TIME: 0.046875
M,N: 172535 SUM: 123828 CPU-TIME: 0.03125
M,N: 173535 SUM: 134805 CPU-TIME: 0.03125
M,N: 174535 SUM: 127959 CPU-TIME: 0.03125
M,N: 175535 SUM: 135380 CPU-TIME: 0.03125
M,N: 176535 SUM: 124406 CPU-TIME: 0.046875
M,N: 177535 SUM: 142914 CPU-TIME: 0.03125
M,N: 178535 SUM: 150152 CPU-TIME: 0.015625
M,N: 179535 SUM: 160594 CPU-TIME: 0.046875
M,N: 180535 SUM: 144073 CPU-TIME: 0.03125
M,N: 181535 SUM: 155603 CPU-TIME: 0.03125
M,N: 182535 SUM: 161006 CPU-TIME: 0.046875
M,N: 183535 SUM: 158190 CPU-TIME: 0.03125
M,N: 184535 SUM: 150047 CPU-TIME: 0.03125
M,N: 185535 SUM: 161765 CPU-TIME: 0.046875
M,N: 186535 SUM: 161267 CPU-TIME: 0.03125
M,N: 187535 SUM: 148571 CPU-TIME: 0.046875
M,N: 188535 SUM: 160552 CPU-TIME: 0.03125
M,N: 189535 SUM: 123326 CPU-TIME: 0.03125
M,N: 190535 SUM: 88787.2 CPU-TIME: 0.046875
M,N: 191535 SUM: 101766 CPU-TIME: 0.03125
M,N: 192535 SUM: 98401.9 CPU-TIME: 0.046875
M,N: 193535 SUM: 96211.4 CPU-TIME: 0.03125
M,N: 194535 SUM: 119001 CPU-TIME: 0.046875
