M,N: 535 SUM: -1196.73 CPU-TIME: 0
M,N: 1535 SUM: -4207.03 CPU-TIME: 0
M,N: 2535 SUM: -508.663 CPU-TIME: 0
M,N: 3535 SUM: -1578.62 CPU-TIME: 0
M,N: 4535 SUM: -1847.89 CPU-TIME: 0
M,N: 5535 SUM: -1098.46 CPU-TIME: 0
M,N: 6535 SUM: -1083.52 CPU-TIME: 0
M,N: 17535 SUM: 10562.1 CPU-TIME: 0
M,N: 7535 SUM: -2303.64 CPU-TIME: 0
M,N: 8535 SUM: 468.94 CPU-TIME: 0
M,N: 34535 SUM: 33179.4 CPU-TIME: 0.0625
M,N: 9535 SUM: 267.473 CPU-TIME: 0.0625
M,N: 10535 SUM: -1442.48 CPU-TIME: 0
M,N: 11535 SUM: -1619.25 CPU-TIME: 0
M,N: 50535 SUM: 5077.2 CPU-TIME: 0.0625
M,N: 12535 SUM: -2400.6 CPU-TIME: 0
M,N: 18535 SUM: 10855.2 CPU-TIME: 0.0625
M,N: 13535 SUM: -4595.99 CPU-TIME: 0
M,N: 35535 SUM: 35422.8 CPU-TIME: 0
M,N: 19535 SUM: 7999.73 CPU-TIME: 0
M,N: 14535 SUM: 2042.76 CPU-TIME: 0.0625
M,N: 15535 SUM: 10379.2 CPU-TIME: 0
M,N: 20535 SUM: 2889.39 CPU-TIME: 0.0625
M,N: 51535 SUM: 658.504 CPU-TIME: 0.0625
M,N: 16535 SUM: 14065.5 CPU-TIME: 0
M,N: 36535 SUM: 29366.1 CPU-TIME: 0.0625
M,N: 21535 SUM: 5761.02 CPU-TIME: 0
M,N: 22535 SUM: 4788.4 CPU-TIME: 0.0625
M,N: 37535 SUM: 35648.7 CPU-TIME: 0.0625
M,N: 23535 SUM: 6478.04 CPU-TIME: 0
M,N: 52535 SUM: 11685.1 CPU-TIME: 0.0625
M,N: 24535 SUM: 3401.5 CPU-TIME: 0
M,N: 38535 SUM: 51754.5 CPU-TIME: 0.0625
M,N: 25535 SUM: 4213.01 CPU-TIME: 0.0625
M,N: 53535 SUM: 6073.76 CPU-TIME: 0.0625
M,N: 26535 SUM: 4092.61 CPU-TIME: 0
M,N: 39535 SUM: 54007.4 CPU-TIME: 0
M,N: 27535 SUM: 3995.39 CPU-TIME: 0.046875
M,N: 54535 SUM: 8216.89 CPU-TIME: 0.046875
M,N: 40535 SUM: 49376.2 CPU-TIME: 0.046875
M,N: 28535 SUM: 6457.12 CPU-TIME: 0
M,N: 29535 SUM: 20781.9 CPU-TIME: 0.046875
M,N: 41535 SUM: 45968.8 CPU-TIME: 0.046875
M,N: 55535 SUM: 7632.55 CPU-TIME: 0.046875
M,N: 30535 SUM: 27975.1 CPU-TIME: 0
M,N: 42535 SUM: 58124.9 CPU-TIME: 0
M,N: 31535 SUM: 37607.7 CPU-TIME: 0.046875
M,N: 56535 SUM: 12235.7 CPU-TIME: 0.046875
M,N: 32535 SUM: 27207.7 CPU-TIME: 0
M,N: 43535 SUM: 39878.3 CPU-TIME: 0.046875
M,N: 33535 SUM: 34685.3 CPU-TIME: 0.046875
M,N: 44535 SUM: 34030.1 CPU-TIME: 0.046875
M,N: 57535 SUM: 19411.5 CPU-TIME: 0.046875
M,N: 45535 SUM: 36103.7 CPU-TIME: 0.046875
M,N: 58535 SUM: 18228.9 CPU-TIME: 0.046875
M,N: 46535 SUM: 15190.4 CPU-TIME: 0
M,N: 59535 SUM: 24765.3 CPU-TIME: 0.03125
M,N: 47535 SUM: 16139.5 CPU-TIME: 0.03125
M,N: 48535 SUM: 5356.2 CPU-TIME: 0.03125
M,N: 60535 SUM: 41170.9 CPU-TIME: 0.03125
M,N: 49535 SUM: 5289.39 CPU-TIME: 0.03125
M,N: 61535 SUM: 28240.8 CPU-TIME: 0.03125
M,N: 62535 SUM: 26365.6 CPU-TIME: 0.03125
M,N: 63535 SUM: 26415.8 CPU-TIME: 0.015625
M,N: 64535 SUM: 24826 CPU-TIME: 0.015625
M,N: 65535 SUM: 37745.3 CPU-TIME: 0.015625
